conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,text_clean,label_model,model_conf,label_lexicon,final_label,status
1913941382164873606,Thu Apr 24 04:03:30 +0000 2025,0,@iionghyuck Hallo juga kak Raden! semoga kita bisa akrab ya ngobrol banyak boleh banget aku aslinya yapper profesional (kalo lg gak lemes). ngakakkk kakak takut ketinggalan ya? kalau ketinggalan biar ketemu kakak harus sebut nama kakak 4x gak?,1915255253785862559,,iionghyuck,in,,0,1,0,https://x.com/undefined/status/1915255253785862559,1359701981313474562,,iionghyuck halo juga kak raden semoga kita bisa akrab ya mengobrol banyak boleh banget aku aslinya yapper profesional kalo lagi enggak lemes mengakak kakak takut ketinggalan ya kalau ketinggalan biar ketemu kakak harus sebut nama kakak kali enggak,negative,0.4346110224723816,positive,,ambiguous
1910932441013105105,Wed Apr 23 11:48:19 +0000 2025,0,@Leizkim Betah juga ngobrol sama cewe cantik yang namanya Leizkim ini! Eh kenapa deh tiba-tiba banget anak Gensil lain pada baru jbjb ya? Takut ketinggalan info. ,1915009840143126902,,Leizkim,in,,0,1,0,https://x.com/undefined/status/1915009840143126902,1450141124035633153,,leizkim betah juga mengobrol sama cewek cantik yang namanya leizkim ini eh kenapa deh tiba tiba banget anak gensil lain pada baru jbjb ya takut ketinggalan info,positive,0.5642716288566589,negative,,ambiguous
1914670247724114269,Wed Apr 23 09:12:04 +0000 2025,0,@Kkaicastle Wkwkwk bee looo kan demi konten yak,1914970515590250558,,Kkaicastle,in,,0,0,0,https://x.com/undefined/status/1914970515590250558,1045307267090767872,,kkaicastle wkwkwk bee loh kan demi konten ya,negative,0.6749057769775391,positive,,ambiguous
1914604300380078090,Tue Apr 22 13:19:37 +0000 2025,0,@virgoinside jangan takut ketinggalan dong,1914670426703454253,,virgoinside,in,,0,0,0,https://x.com/undefined/status/1914670426703454253,1139864740308500484,,virgoinside jangan takut ketinggalan dong,positive,0.6607757806777954,negative,,ambiguous
1914653229369188408,Tue Apr 22 12:11:17 +0000 2025,0,Mau beli makan dulu keburu gak sih takut ketinggalan gemfottt,1914653229369188408,,,in,,0,0,0,https://x.com/undefined/status/1914653229369188408,1911959725585117184,,mau beli makan dulu keburu enggak sih takut ketinggalan gemfottt,positive,0.6272881627082825,negative,,ambiguous
1914639519485481113,Tue Apr 22 11:22:18 +0000 2025,0,@feebriresss PAS LIAT CAPTION LNGSUNG LEGA TAKUT KETINGGALAN ,1914640902712385805,,feebriresss,in,,0,0,0,https://x.com/undefined/status/1914640902712385805,1183039998104199168,,feebriresss pas lihat caption langsung lega takut ketinggalan,negative,0.5262144207954407,positive,,ambiguous
1914604300380078090,Tue Apr 22 09:49:18 +0000 2025,0,@virgoinside jangan pernah takut ketinggalan ya,1914617501532708900,,virgoinside,in,,0,0,0,https://x.com/undefined/status/1914617501532708900,697591283917918208,,virgoinside jangan pernah takut ketinggalan ya,positive,0.6575305461883545,negative,,ambiguous
1914220893712380196,Mon Apr 21 07:33:20 +0000 2025,0,orgorg delay aku malah selalu dimajuin jam berangkatnya. contoh penerbangan jam 10.30 nih pas cek im penerbangan nya bisa maju ke 9.45 or 10.00. w kan selalu takut ketinggalan ya kalo naik transportasi jarak jauh gini makanya i found myself nervous everytime ,1914220893712380196,,,in,,0,1,0,https://x.com/undefined/status/1914220893712380196,1732788421725454336,,orgorg delay aku malah selalu dimajuin jam berangkatnya contoh penerbangan jam nih pas cek im penerbangan nya bisa maju ke orang gue kan selalu takut ketinggalan ya kalo naik transportasi jarak jauh begini makanya i found myself nervous everytime,positive,0.7035610675811768,negative,,ambiguous
1913755706584666379,Sun Apr 20 12:56:59 +0000 2025,2,@Matchagurlssss_ Aku sih yang ikut-ikutan tren hanya biar nggak ketinggalan. Lebih nyaman jadi diri sendiri jalani hidup sesuai nilai dan kebahagiaan pribadi daripada terjebak arus yang nggak selalu cocok buat kita.,1913939955380006991,,Matchagurlssss_,in,,0,0,0,https://x.com/undefined/status/1913939955380006991,1649686141757722626,,matchagurlssss aku sih yang ikut ikutan tren hanya biar enggak ketinggalan lebih nyaman jadi diri sendiri jalani hidup sesuai nilai dan kebahagiaan pribadi daripada terjebak arus yang enggak selalu cocok buat kita,positive,0.6396743655204773,negative,,ambiguous
1913755706584666379,Sun Apr 20 00:45:01 +0000 2025,20,Industri tahu cara manfaatin FOMO TikTok trend Timer diskon Caption Jangan sampe nyesel! Event terbatas: Hanya 100 orang pertama! Itu semua didesain biar kamu takut ketinggalan.,1913755751753089448,,Matchagurlssss_,in,,0,25,0,https://x.com/undefined/status/1913755751753089448,1346770635666571264,,industri tahu cara manfaatin fomo tiktok trend timer diskon caption jangan sampai menyesal event terbatas hanya orang pertama itu semua didesain biar kamu takut ketinggalan,positive,0.44072967767715454,negative,,ambiguous
1913455375443017866,Sat Apr 19 04:56:12 +0000 2025,1,@haceje_ Kita liat sama2 ya kak nanti setlist baru jujur deg2an bgt sumpah takut ketinggalan lg trauma bgt,1913456573751656492,,haceje_,in,,0,0,0,https://x.com/undefined/status/1913456573751656492,1618405714543939587,,haceje kita lihat sama ya kak nanti setlist baru jujur deg an banget sumpah takut ketinggalan lagi trauma banget,negative,0.5827739834785461,positive,,ambiguous
1913438940394303671,Sat Apr 19 03:46:08 +0000 2025,0,15.15 kst jam berapa ya kl di sini? tolong ingetin aku dong pas live voting takut ketinggalan,1913438940394303671,,,in,,0,1,0,https://x.com/undefined/status/1913438940394303671,1739670640859480064,,kst jam berapa ya kalo di sini tolong mengingatkan aku dong pas live voting takut ketinggalan,negative,0.6395756006240845,positive,,ambiguous
1913196856726962444,Fri Apr 18 11:58:12 +0000 2025,0,@afrilikaa @shansites iya gw mikir gini juga pengen nabung eps biar ga sakit hati bgt tapi takut ketinggalan scene2 manis,1913200388351705161,,afrilikaa,in,,0,1,0,https://x.com/undefined/status/1913200388351705161,1053434276111278080,,afrilikaa shansites iya gue mikir begini juga pengin nabung eps biar enggak sakit hati banget tapi takut ketinggalan scene manis,positive,0.6067119240760803,negative,,ambiguous
1912792886825156676,Thu Apr 17 09:18:12 +0000 2025,0,@88champ__piquet Betul kk kalau nasi padang pake sumpit takut ketinggalan kereta euy.. orang-orang udah sampai bekasi aku masih di tempat.,1912797733733413328,,88champ__piquet,in,,0,1,0,https://x.com/undefined/status/1912797733733413328,1891700154299973633,,champ piquet betul kakak kalau nasi padang pakai sumpit takut ketinggalan kereta euy orang orang sudah sampai bekasi aku masih di tempat,positive,0.5308432579040527,negative,,ambiguous
1912446172649713868,Wed Apr 16 10:05:17 +0000 2025,0,If I knew him in personal aku gak bakal takut. Entah apapun itu takut gagal takut bersosialisasi takut ketinggalan Kuroo is the type of person I needed to believe in myself.,1912447195955298329,,_milkoffee,in,,0,1,0,https://x.com/undefined/status/1912447195955298329,1034760563417481216,,if i knew him ini personal aku enggak bakal takut entah apapun itu takut gagal takut bersosialisasi takut ketinggalan kuroo is the type of person i needed tapi believe ini myself,positive,0.6838461756706238,negative,,ambiguous
1911953889727037482,Tue Apr 15 01:25:04 +0000 2025,0,Gini nih yang gue gasuka nnton sinet indo. Endingnya ga keliatan. Ini kalo drakor 16 episode gue nntonnya pas tamat aja kalo endingnya gue suka gue tonton. Kalo ini bjirlah tiap hari gue tonton takut ketinggalan gatau endingnya begimane awas aja klo ga Harqeel,1911953889727037482,,,in,,0,0,0,https://x.com/undefined/status/1911953889727037482,1485283182069305344,,begini nih yang gue gasuka menonton sinetron indonesia endingnya enggak kelihatan ini kalo drakor episode gue nntonnya pas tamat saja kalo endingnya gue suka gue tonton kalo ini bjirlah tiap hari gue tonton takut ketinggalan enggak tau endingnya begimane awas saja kalo enggak harqeel,positive,0.5096504092216492,negative,,ambiguous
1911860037171159085,Mon Apr 14 19:39:04 +0000 2025,0,@icebluelatte_ KALO ADA INFOINNNN MAU TIDUR LAGI TAKUT KETINGGALAN FAAKKK,1911866816688984227,,icebluelatte_,in,,0,0,0,https://x.com/undefined/status/1911866816688984227,1802687641516929025,,icebluelatte kalo ada infoinnnn mau tidur lagi takut ketinggalan faakkk,positive,0.4625689387321472,negative,,ambiguous
1911622781751406638,Mon Apr 14 03:29:23 +0000 2025,0,woohyun tanya udah lima jam apa ga takut ketinggalan bis? aku keinget krl wkwk rundownnya masih ada noraebang dan jam 1/2 10 baru kelar acara cari ojoI susah banget nunggu di stasiun 1 jam lebih bareng yustri tapi untung masih kekejar kereta terakhir pukul 22.47,1911622786310914180,,nwhzip,in,,0,0,0,https://x.com/undefined/status/1911622786310914180,2464081076,,woohyun tanya sudah lima jam apa enggak takut ketinggalan bis aku teringat krl wkwk rundownnya masih ada noraebang dan jam baru kelar acara cari ojoi susah banget menunggu di stasiun jam lebih bareng yustri tapi untung masih kekejar kereta terakhir pukul,positive,0.6220590472221375,negative,,ambiguous
1911317496709386632,Sun Apr 13 07:18:34 +0000 2025,0,@EmhadyZ Smartphone yang sulit dilepaskan bukan sekadar sakit jiwa atau kurang adab tapi fenomena kompleks. Pertama desain teknologi seperti notifikasi memang sengaja bikin ketagihan. Kedua tekanan sosial seperti takut ketinggalan info mendorong penggunaan terus-menerus. Ketiga di,1911318075401712104,,EmhadyZ,in,,0,0,0,https://x.com/undefined/status/1911318075401712104,1720665183188922368,,emhadyz smartphone yang sulit dilepaskan bukan sekadar sakit jiwa atau kurang adab tapi fenomena kompleks pertama desain teknologi seperti notifikasi memang sengaja bikin ketagihan kedua tekanan sosial seperti takut ketinggalan info mendorong penggunaan terus menerus ketiga di,positive,0.5359035134315491,negative,,ambiguous
1911289776591757629,Sun Apr 13 06:35:50 +0000 2025,0,@telepathycoffe mas garaaa ini kapan rilisnya? aku takut ketinggalan udah kangen mau baca ,1911307319855427777,,telepathycoffe,in,,0,0,0,https://x.com/undefined/status/1911307319855427777,70333550,,telepathycoffe mas garaaa ini kapan rilisnya aku takut ketinggalan sudah kangen mau baca,positive,0.7091028094291687,negative,,ambiguous
1911223974392107181,Sun Apr 13 03:11:58 +0000 2025,0,@dndellions_ gamau takut ketinggalan enchella ️,1911256018123940095,,dndellions_,in,,0,0,0,https://x.com/undefined/status/1911256018123940095,1798276041796161536,,dndellions enggak mau takut ketinggalan enchella,positive,0.5647535920143127,negative,,ambiguous
1911250447362593144,Sun Apr 13 02:57:43 +0000 2025,0,@jkeslyvnn blom takut ketinggalan ,1911252428747579431,,jkesylvnn,in,,0,1,0,https://x.com/undefined/status/1911252428747579431,1610410595412750336,,jkeslyvnn belum takut ketinggalan,positive,0.5344398021697998,negative,,ambiguous
1911093538420564086,Sat Apr 12 16:27:15 +0000 2025,22,@tangkaibunga_ besok aja kak aturkan jadwal sumpah gue juga ngantuk lagi anjr takut ketinggalan tapi hari ini boleh juga gimana enaknya kak bung jeha aja oiyaaa take care kakak2 tim lapangan,1911093769107288234,,b_ungaaa,in,,0,1,1,https://x.com/undefined/status/1911093769107288234,1900774275344461824,,tangkaibunga besok saja kak aturkan jadwal sumpah gue juga ngantuk lagi anjr takut ketinggalan tapi hari ini boleh juga bagaimana enaknya kak bung jeha saja oiyaaa take care kakak tim lapangan,positive,0.3863161504268646,negative,,ambiguous
1910553335775846519,Fri Apr 11 04:42:01 +0000 2025,0,@sunpocketz Mandi pun aku cepet cepetin krn takut ketinggalan,1910553905001611513,,sunpocketz,in,,0,1,0,https://x.com/undefined/status/1910553905001611513,1342747507453960193,,sunpocketz mandi pun aku cepat cepetin karena takut ketinggalan,positive,0.4230782687664032,negative,,ambiguous
1909994011785572824,Fri Apr 11 01:51:55 +0000 2025,0,@somexthread Bener2 dah Demi konten sampai lupa menolong orang yang butuh perrolongan di saat genting. Innalillahi wainna ilaihi roojiuun,1910511095967871396,,somexthread,in,,0,0,0,https://x.com/undefined/status/1910511095967871396,1683918939167035393,,somexthread benar deh demi konten sampai lupa menolong orang yang butuh perrolongan di saat genting innalillahi wainna ilaihi roojiuun,positive,0.6145920753479004,negative,,ambiguous
1910279227271795129,Thu Apr 10 10:30:33 +0000 2025,0,masuk angin cokkk mau istirahat dl main x semalem tp takut ketinggalan yang gemash-gemashhh,1910279227271795129,,,in,,0,0,0,https://x.com/undefined/status/1910279227271795129,1895739729104269314,,masuk angin cokkk mau istirahat dulu main kali semalem tapi takut ketinggalan yang gemash gemashhh,positive,0.5506093502044678,negative,,ambiguous
1910168411079921676,Thu Apr 10 03:17:26 +0000 2025,0,@FOODFESS2 Klo udah punya oven atau mixer lebih baik loyang2 lucu atau cetakan lucu gitu nder biar kekinian cuma saran aja sih‍️,1910170230825136531,,FOODFESS2,in,,0,0,0,https://x.com/undefined/status/1910170230825136531,59366338,,foodfess kalo sudah punya oven atau mixer lebih baik loyang lucu atau cetakan lucu begitu nder biar kekinian cuma saran saja sih,positive,0.617186963558197,negative,,ambiguous
1909963497045471261,Wed Apr 09 13:35:57 +0000 2025,0,Fokus ke basic. Gk usah coba² serum kalo kulit belum perlu. Reapply sunscreen. Double cleansing. Exfoliasi cukup 1-2x seminggu. Gk usah fomo skincare. Kalo dah cocok gk perlu gonta ganti.,1909963497045471261,,,in,,0,2,0,https://x.com/undefined/status/1909963497045471261,1639779762892853251,,fokus ke basic enggak usah coba serum kalo kulit belum perlu reapply sunscreen double cleansing exfoliasi cukup kali seminggu enggak usah fomo skincare kalo deh cocok enggak perlu gonta ganti,positive,0.6287013292312622,negative,,ambiguous
1909787673755271325,Wed Apr 09 02:10:10 +0000 2025,0,@gurlschu thanku kaak takut ketinggalan huhu,1909790914702426477,,gurlschu,in,,0,1,0,https://x.com/undefined/status/1909790914702426477,1417802208481976323,,gurlschu thanku kak takut ketinggalan huhu,positive,0.38180169463157654,negative,,ambiguous
1909552743297278067,Tue Apr 08 10:23:59 +0000 2025,0,5. Iming-iming barang langka. Kalimat kayak Sisa 1 aja! atau Promo berakhir malam ini! tuh sengaja dibikin buat bikin lo ngerasa buru-buru dan takut ketinggalan (FOMO). Taktik barang langka ini bisa bikin penawaran keliatan lebih menarik dari aslinya sampe akhirnya lo https://t.co/ySQPzlkBja,1909552796283895938,https://pbs.twimg.com/media/GoAYJQ0bwAEQrmy.jpg,udahbacabelum,in,,0,1,0,https://x.com/undefined/status/1909552796283895938,2554074451,,iming iming barang langka kalimat kayak sisa saja atau promo berakhir malam ini tuh sengaja dibikin buat bikin lo merasa buru buru dan takut ketinggalan fomo taktik barang langka ini bisa bikin penawaran kelihatan lebih menarik dari aslinya sampai akhirnya lo,positive,0.5425674319267273,negative,,ambiguous
1909541512502772119,Tue Apr 08 09:41:16 +0000 2025,0,even pas lebaran kemarin..... setiap jalan kemanapun pasti gue sibuk mantengin hp....... karna takut ketinggalan info........ soalnya suka ada yang diup dadakan.........,1909542049495629908,,kzumears,in,,0,0,0,https://x.com/undefined/status/1909542049495629908,1854889967207825408,,even pas lebaran kemarin setiap jalan kemanapun pasti gue sibuk mantengin hp karena takut ketinggalan info soalnya suka ada yang diup dadakan,positive,0.6012781262397766,negative,,ambiguous
